60;MBENI BILINGUAL COMPREHENSIVE COLLEGE (MBCC) BUEA;6CC2TCAD111144116;Etablissement;1;2;1er et 2nd Cycles;2;RAS;691983657;MUEA, 563 BUEA;1;MUEA;563 BUEA;\N
61;ENRICHETTA COMPREHENSIVE SECONDARY SCHOOL (ECOSS);6CE2WAD101131116;Etablissement;2;2;1er Cycle;6;RAS;698113217;MOKUNDA, 68 LIMBE;1;MOKUNDA;68 LIMBE;\N
61;KING'S BILINGUAL COMMUNITY COMPREHENSIVE COLLEGE (KBCCC) BONADIKOMBO;6CE2TCFD100285108;Etablissement;1;1;1er Cycle;2;RAS;653430663;WOTUTU VILLAGE, 207 LIMBE;1;WOTUTU VILLAGE;207 LIMBE;URBAINE
61;ATLANTIC TECHNICAL AND COMMERCIAL COLLEGE (ATCC);6CE2TEAD100298101;Etablissement;1;2;1er Cycle;2;RAS;75364167;NEW TOWN, 888 LIMBE;1;NEW TOWN;888 LIMBE;\N
61;GOOD SHEPHERD COMPREHENSIVE SECONDARY SCHOOL;6CE2WAD111145107;Etablissement;1;2;1er et 2nd Cycles;6;RAS;677946183;MOTOWOH, 805 LIMBE;1;MOTOWOH;805 LIMBE;\N
61;UNIC SECONDARY SCHOOL (USS) LIMBE;6CE2WAD111135106;Etablissement;1;2;1er et 2nd Cycles;6;RAS;677849469;NEW -TOWN, 24 LIMBE;1;NEW -TOWN;24 LIMBE;URBAINE
61;COLLEGE PRIVE LAIC DE L'ESPOIR;6CE2WFD110915094;Etablissement;1;1;1er et 2nd Cycles;6;RAS;675595550;LIMBE, 65  TIKO;1;LIMBE;65  TIKO;URBAINE
61;MOUKAM MEMORIAL BILINGUAL COMPREHENSIVE COLLEGE;6CE2TEAD111362122;Etablissement;1;2;1er et 2nd Cycles;2;RAS;677600784;MUYUKA, 163 MUYUKA;1;MUYUKA;163 MUYUKA;\N
62;EFUETNGU MEMORIAL COMPREHENSIVE COLLEGE MUYUKA;6CH2WAD100920092;Etablissement;1;2;1er Cycle;6;RAS;672089775;MUYUKA, 18 MUYUKA;1;MUYUKA;18 MUYUKA;RURALE
62;NEW ERA COMPREHENSIVE COLLEGE;6CH2TCAD101209116;Etablissement;1;2;1er Cycle;2;RAS;675909270;MUNYENGUE, 02 MUYUKA;1;MUNYENGUE;02 MUYUKA;RURALE
62;BETHLEM ROYAL SECONDARY SCHOOL EKONA;6CH2WAD111249116;Etablissement;1;2;1er et 2nd Cycles;6;RAS;677313743;EKONA, 98 EKONA;1;EKONA;98 EKONA;\N
62;FESS TECHNICAL COLLEGE MUYUKA;6CH2WAD110921086;Etablissement;1;2;1er et 2nd Cycles;6;RAS;677851996;OWE ROAD MUYUKA, 112 MUYUKA;1;OWE ROAD MUYUKA;112 MUYUKA;RURALE
62;FULL GOSPEL TECHNICAL COMPREHENSIVE HIGH SCHOOL (FUGOHIS);6CH2WAD110272096;Etablissement;1;2;1er et 2nd Cycles;6;RAS;699980904;YOKE, 55 MUYUKA;1;YOKE;55 MUYUKA;\N
62;GLORIOUS COMPREHENSIVE COLLEGE MAKANGA-MUYUKA;6CH2WAD111136110;Etablissement;1;2;1er et 2nd Cycles;6;RAS;678292283;MAKANGA, 68 MUYUKA;1;MAKANGA;68 MUYUKA;\N
62;VOCATIONAL COLLEGE OF ARTS AND TECHNOLOGY (VOCAST);6CH2WAD010182072;Etablissement;1;2;2nd Cycle;6;RAS;677599603;OWE ROAD, 66 MUYUKA;1;OWE ROAD;66 MUYUKA;RURALE
63;SABIBI COMPREHENSIVE COLLEGE;6CI2WAD100923111;Etablissement;1;2;1er Cycle;6;RAS;679776927;WATER TANK, 289 TIKO;1;WATER TANK;289 TIKO;RURALE
63;REGINA PACIS HIGHER TECHNICAL COLLEGE MUTENGENE;6CI2WAD111210101;Etablissement;2;2;1er et 2nd Cycles;6;RAS;670238977;MUTENGENE, 160 TIKO;1;MUTENGENE;160 TIKO;\N
63;MODERN COLLEGE OF TECHNOLOGY (STARMOTEC);6CI2WAD110185101;Etablissement;1;2;1er et 2nd Cycles;6;RAS;243116134;LONG STREET, 58 TIKO;1;LONG STREET;58 TIKO;RURALE
63;OXFORD BILINGUAL COMPREHENSIVE COLLEGE ;6CI2WAD110925110;Etablissement;1;2;1er et 2nd Cycles;6;RAS;677880637;MUTENGENE, 312 TIKO;1;MUTENGENE;312 TIKO;RURALE
63;HAVARD BILINGUAL COMPREHENSIVE COLLEGE;6CI2WBD111396118;Etablissement;1;3;1er et 2nd Cycles;6;RAS;677880637;MUTENGENE, 547 BUEA;1;MUTENGENE;547 BUEA;\N
63;FOUNDATION EDUCATION TRUST COLLEGE (FETCOL);6CI2TCAD110273106;Etablissement;1;2;1er et 2nd Cycles;2;RAS;677025591;MUTENGENE, 149 TIKO;1;MUTENGENE;149 TIKO;RURALE
77;COLLEGE PRIVE LAIC BELLEVUE;4EC2WFD100244068;Etablissement;1;1;1er Cycle;6;RAS;233296490;NDOMGA, 118 BAFANG;1;NDOMGA;118 BAFANG;RURALE
77;COLLEGE REGIONAL TECHNIQUE KAMARIE;4EC2TEFD111298120;Etablissement;1;1;1er et 2nd Cycles;2;RAS;677527711;BANKONDJI, 386 BAFANG;1;BANKONDJI;386 BAFANG;\N
80;COLLEGE SAINTE ANNE DE BANDJA;4EI2WFD101141088;Etablissement;2;1;1er Cycle;6;RAS;675125574;MARCHE BANDJA, 40 BANDJA;1;MARCHE BANDJA;40 BANDJA;\N
80;COLLEGE PRIVE CATHOLIQUE SAINT ESPRIT DE FOTOUNI;4EI2TEFD111002111;Etablissement;1;1;1er et 2nd Cycles;2;RAS;677283687;FOUTOUNI, 335 BAFANG;1;FOUTOUNI;335 BAFANG;\N
81;CETIF PRIVE CATHOLIQUE SAINTE MARIE;4EJ2TIFD111202088;Etablissement;2;1;1er et 2nd Cycles;2;RAS;674499145;BANKA-BAFANG, 29 BAFANG;1;BANKA-BAFANG;29 BAFANG;RURALE
83;COLLEGE PRIVE LAIC D'ENSEIGNEMENT TECHNIQUE INDUSTRIEL ET PARA-MEDICAL (CETIP);4EL2TEFD110249106;Etablissement;1;1;1er et 2nd Cycles;2;RAS;675242838;PETIT NKAM, 110 KEKEM;1;PETIT NKAM;110 KEKEM;RURALE
99;COLLEGE PRIVE CATHOLIQUE HEINRICH;4HC2WFD100240097;Etablissement;2;1;1er Cycle;6;RAS;243273241;BAHAM, 12  BAHAM;1;BAHAM;12  BAHAM;\N
100;COLLEGE POLYVALENT MARA (MARIE REINE DES APOTRES)(COPOMARA);4HE2WFD110236107;Etablissement;2;1;1er et 2nd Cycles;6;RAS;651742319;DJUMEKANG, 263 BAFOUSSAM;1;DJUMEKANG;263 BAFOUSSAM;URBAINE
100;COLLEGE PRIVE TANKOU PHILLIPPE;4HE2WFD110287091;Etablissement;1;1;1er et 2nd Cycles;6;RAS;677331962;DJUBA, 24 BAMENDJOU;1;DJUBA;24 BAMENDJOU;\N
103;COLLEGE TECHNIQUE CATHOLIQUE MARIA SYLVESTRA LOI;9HC2TEFD101234118;Etablissement;2;1;1er Cycle;2;RAS;662057918;TRYPANO, 25 BATOURI;1;TRYPANO;25 BATOURI;\N
112;COLLEGE TECHNIQUE SAINT-JOSEPH CALASANZ;4IH2WFD110280107;Etablissement;2;1;1er et 2nd Cycles;6;RAS;699546494;PETE, 11 BANDJOUN;1;PETE;11 BANDJOUN;RURALE
112;COLLEGE TECHNIQUE PAUL BOUQUE (COTEPABO);4IH2TEFD110279107;Etablissement;2;1;1er et 2nd Cycles;2;RAS;672592135;PETE, 21 BANDJOUN;1;PETE;21 BANDJOUN;RURALE
116;OXFORD ACADEMIC COMPLEX  (O.A.C);6EH2WAD101211114;Etablissement;1;2;1er Cycle;6;RAS;677484187;TOMBEL, 12 TOMBEL;1;TOMBEL;12 TOMBEL;RURALE
122;INSTITUT POPULORUM PROGRESSIO;5EH2WFD100068091;Etablissement;1;1;1er Cycle;6;RAS;668136297;ELIG MFOMO, 85 OBALA;1;ELIG MFOMO;85 OBALA;\N
126;CETIF CYPRIEN MBUKA DE NGOYA;5EM2WFD100015086;Etablissement;2;1;1er Cycle;6;RAS;22238480;NGOYA, ;1;NGOYA;;\N
126;COLLEGE ONANA EBODE;5EM2TEFD101232118;Etablissement;1;1;1er Cycle;2;RAS;679625880;LEBOUDI II, 14463 YAOUNDE;1;LEBOUDI II;14463 YAOUNDE;\N
